Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,Madagascar,MDG,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,ASIA,W.C.Asia,WCA,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
